dose_cGy,target_volume_percent,oar_volume_percent
0.0,100.0,100.0
22.330406730300307,100.0,100.0
44.660813460600615,100.0,100.0
66.99122019090092,100.0,100.0
89.32162692120123,100.0,100.0
111.65203365150154,100.0,100.0
133.98244038180184,100.0,100.0
156.31284711210216,100.0,100.0
178.64325384240246,100.0,100.0
200.97366057270276,100.0,100.0
223.30406730300308,100.0,100.0
245.63447403330338,100.0,100.0
267.9648807636037,100.0,100.0
290.29528749390397,100.0,100.0
312.6256942242043,100.0,100.0
334.9561009545046,100.0,80.0
357.2865076848049,100.0,50.0
379.6169144151052,100.0,50.0
401.9473211454055,100.0,30.0
424.27772787570586,100.0,0.0
446.60813460600616,100.0,0.0
468.93854133630646,100.0,0.0
491.26894806660675,100.0,0.0
513.599354796907,100.0,0.0
535.9297615272073,100.0,0.0
558.2601682575076,100.0,0.0
580.5905749878079,100.0,0.0
602.9209817181084,100.0,0.0
625.2513884484086,100.0,0.0
647.581795178709,100.0,0.0
669.9122019090092,100.0,0.0
692.2426086393095,90.9090909090909,0.0
714.5730153696098,90.9090909090909,0.0
736.9034220999101,81.81818181818183,0.0
759.2338288302104,81.81818181818183,0.0
781.5642355605107,81.81818181818183,0.0
803.894642290811,81.81818181818183,0.0
826.2250490211113,81.81818181818183,0.0
848.5554557514117,81.81818181818183,0.0
870.885862481712,81.81818181818183,0.0
893.2162692120123,81.81818181818183,0.0
915.5466759423126,81.81818181818183,0.0
937.8770826726129,81.81818181818183,0.0
960.2074894029132,81.81818181818183,0.0
982.5378961332135,81.81818181818183,0.0
1004.8683028635138,81.81818181818183,0.0
1027.198709593814,81.81818181818183,0.0
1049.5291163241145,81.81818181818183,0.0
1071.8595230544147,63.63636363636363,0.0
1094.189929784715,63.63636363636363,0.0
1116.5203365150153,63.63636363636363,0.0
1138.8507432453157,18.181818181818183,0.0
1161.1811499756159,18.181818181818183,0.0
1183.5115567059163,18.181818181818183,0.0
1205.8419634362167,18.181818181818183,0.0
1228.1723701665169,18.181818181818183,0.0
1250.5027768968173,18.181818181818183,0.0
1272.8331836271175,18.181818181818183,0.0
1295.163590357418,18.181818181818183,0.0
1317.493997087718,18.181818181818183,0.0
1339.8244038180185,18.181818181818183,0.0
1362.1548105483187,18.181818181818183,0.0
1384.485217278619,18.181818181818183,0.0
1406.8156240089193,18.181818181818183,0.0
1429.1460307392197,18.181818181818183,0.0
1451.47643746952,18.181818181818183,0.0
1473.8068441998203,18.181818181818183,0.0
1496.1372509301207,18.181818181818183,0.0
1518.4676576604209,18.181818181818183,0.0
1540.7980643907213,18.181818181818183,0.0
1563.1284711210214,18.181818181818183,0.0
1585.4588778513219,18.181818181818183,0.0
1607.789284581622,18.181818181818183,0.0
1630.1196913119225,18.181818181818183,0.0
1652.4500980422226,18.181818181818183,0.0
1674.780504772523,18.181818181818183,0.0
1697.1109115028235,18.181818181818183,0.0
1719.4413182331236,18.181818181818183,0.0
1741.771724963424,18.181818181818183,0.0
1764.1021316937242,18.181818181818183,0.0
1786.4325384240246,18.181818181818183,0.0
1808.7629451543248,18.181818181818183,0.0
1831.0933518846252,18.181818181818183,0.0
1853.4237586149254,18.181818181818183,0.0
1875.7541653452258,18.181818181818183,0.0
1898.084572075526,18.181818181818183,0.0
1920.4149788058264,18.181818181818183,0.0
1942.7453855361268,18.181818181818183,0.0
1965.075792266427,18.181818181818183,0.0
1987.4061989967274,9.090909090909092,0.0
2009.7366057270276,9.090909090909092,0.0
2032.067012457328,9.090909090909092,0.0
2054.397419187628,9.090909090909092,0.0
2076.7278259179284,9.090909090909092,0.0
2099.058232648229,9.090909090909092,0.0
2121.388639378529,9.090909090909092,0.0
2143.7190461088294,9.090909090909092,0.0
2166.04945283913,9.090909090909092,0.0
2188.37985956943,9.090909090909092,0.0
2210.7102662997304,9.090909090909092,0.0
